route_id,timestamp,speed_kmh,vehicle_volume,travel_time_min
C->D,2025-04-07 15:53:00,53.3,70,11.3
C->D,2025-04-07 15:54:00,33.7,67,17.8
B->C,2025-04-07 15:54:00,40.3,81,14.9
A->C,2025-04-07 15:55:00,53.7,87,11.2
A->B,2025-04-07 15:55:00,53.0,81,11.3
A->C,2025-04-07 15:55:00,49.3,68,12.2
A->C,2025-04-07 15:55:00,51.0,74,11.8
A->B,2025-04-07 15:55:00,34.3,70,17.5
A->C,2025-04-07 15:56:00,49.9,60,12.0
A->C,2025-04-07 15:56:00,36.6,62,16.4
B->C,2025-04-07 15:56:00,44.3,65,13.5
B->C,2025-04-07 15:56:00,50.4,67,11.9
A->B,2025-04-07 15:56:00,37.2,64,16.1
B->C,2025-04-07 15:57:00,40.6,78,14.8
B->C,2025-04-07 15:57:00,54.2,76,11.1
C->D,2025-04-07 15:57:00,59.3,63,10.1
B->D,2025-04-07 15:58:00,45.6,69,13.2
B->C,2025-04-07 15:59:00,32.5,60,18.5
C->D,2025-04-07 15:59:00,59.2,81,10.1
C->D,2025-04-07 16:01:00,53.8,71,11.1
B->C,2025-04-07 16:03:00,51.9,68,11.6
C->D,2025-04-07 16:04:00,45.5,72,13.2
A->C,2025-04-07 16:06:00,40.4,56,14.8
B->C,2025-04-07 16:06:00,55.3,66,10.8
A->C,2025-04-07 16:06:00,35.0,64,17.1
C->D,2025-04-07 16:08:00,47.7,74,12.6
B->D,2025-04-07 16:08:00,34.9,61,17.2
A->B,2025-04-07 16:08:00,30.5,61,19.7
B->C,2025-04-07 16:08:00,45.7,78,13.1
B->C,2025-04-07 16:09:00,52.9,72,11.3
A->C,2025-04-07 16:09:00,34.8,71,17.2
B->D,2025-04-07 16:09:00,34.3,84,17.5
C->D,2025-04-07 16:09:00,30.8,72,19.5
A->B,2025-04-07 16:09:00,51.4,72,11.7
B->D,2025-04-07 16:10:00,45.1,67,13.3
A->C,2025-04-07 16:10:00,30.8,67,19.5
B->C,2025-04-07 16:10:00,49.6,73,12.1
C->D,2025-04-07 16:11:00,47.8,63,12.6
B->C,2025-04-07 16:13:00,43.9,69,13.7
B->D,2025-04-07 16:13:00,31.9,70,18.8
C->D,2025-04-07 16:13:00,56.4,73,10.6
B->C,2025-04-07 16:14:00,36.3,68,16.5
A->C,2025-04-07 16:14:00,34.0,77,17.6
A->B,2025-04-07 16:14:00,59.3,64,10.1
B->D,2025-04-07 16:15:00,36.4,76,16.5
A->B,2025-04-07 16:15:00,40.3,65,14.9
B->D,2025-04-07 16:16:00,36.6,65,16.4
B->D,2025-04-07 16:16:00,43.9,77,13.7
C->D,2025-04-07 16:16:00,36.3,65,16.5
C->D,2025-04-07 16:16:00,31.7,55,18.9
A->B,2025-04-07 16:18:00,56.8,70,10.6
A->C,2025-04-07 16:18:00,32.0,78,18.8
A->B,2025-04-07 16:18:00,50.7,64,11.8
B->C,2025-04-07 16:19:00,47.1,78,12.7
C->D,2025-04-07 16:20:00,56.5,68,10.6
C->D,2025-04-07 16:21:00,54.9,81,10.9
A->B,2025-04-07 16:21:00,36.5,71,16.4
A->C,2025-04-07 16:21:00,58.3,60,10.3
A->B,2025-04-07 16:21:00,53.8,79,11.1
C->D,2025-04-07 16:22:00,39.9,65,15.0
B->C,2025-04-07 16:23:00,46.5,65,12.9
B->C,2025-04-07 16:24:00,36.6,71,16.4
C->D,2025-04-07 16:25:00,34.2,68,17.6
A->B,2025-04-07 16:25:00,30.7,70,19.6
A->C,2025-04-07 16:25:00,45.7,67,13.1
B->C,2025-04-07 16:26:00,56.4,70,10.6
A->B,2025-04-07 16:26:00,37.8,72,15.9
A->B,2025-04-07 16:27:00,33.5,72,17.9
C->D,2025-04-07 16:28:00,51.7,66,11.6
C->D,2025-04-07 16:28:00,56.0,70,10.7
B->D,2025-04-07 16:29:00,53.4,67,11.2
B->C,2025-04-07 16:29:00,41.4,60,14.5
C->D,2025-04-07 16:32:00,34.4,65,17.5
A->B,2025-04-07 16:32:00,48.7,77,12.3
B->D,2025-04-07 16:32:00,52.5,65,11.4
B->D,2025-04-07 16:33:00,41.2,75,14.5
C->D,2025-04-07 16:34:00,33.7,74,17.8
A->C,2025-04-07 16:35:00,44.1,65,13.6
C->D,2025-04-07 16:35:00,41.6,72,14.4
C->D,2025-04-07 16:35:00,33.1,51,18.1
B->C,2025-04-07 16:35:00,53.6,70,11.2
A->B,2025-04-07 16:37:00,31.6,63,19.0
A->B,2025-04-07 16:37:00,32.4,82,18.5
B->D,2025-04-07 16:37:00,45.4,81,13.2
B->C,2025-04-07 16:38:00,45.5,58,13.2
C->D,2025-04-07 16:38:00,55.7,72,10.8
C->D,2025-04-07 16:39:00,32.5,72,18.5
A->B,2025-04-07 16:39:00,44.8,64,13.4
B->D,2025-04-07 16:39:00,41.2,53,14.6
B->C,2025-04-07 16:40:00,52.6,65,11.4
C->D,2025-04-07 16:41:00,36.9,84,16.2
B->C,2025-04-07 16:41:00,45.6,79,13.1
B->C,2025-04-07 16:41:00,45.8,81,13.1
A->B,2025-04-07 16:42:00,43.1,70,13.9
B->D,2025-04-07 16:43:00,30.6,71,19.6
B->C,2025-04-07 16:43:00,31.1,73,19.3
B->D,2025-04-07 16:43:00,44.6,60,13.4
B->C,2025-04-07 16:44:00,43.0,67,13.9
B->D,2025-04-07 16:45:00,47.6,74,12.6
B->C,2025-04-07 16:47:00,55.4,77,10.8
A->B,2025-04-07 16:47:00,37.9,65,15.8
A->B,2025-04-07 16:49:00,58.4,72,10.3
C->D,2025-04-07 16:49:00,37.3,82,16.1
B->C,2025-04-07 16:49:00,46.3,67,12.9
A->B,2025-04-07 16:50:00,50.9,60,11.8
A->B,2025-04-07 16:52:00,48.4,70,12.4
C->D,2025-04-07 16:52:00,33.9,65,17.7
B->C,2025-04-07 16:52:00,40.2,58,14.9
C->D,2025-04-07 16:53:00,57.6,65,10.4
C->D,2025-04-07 16:53:00,44.8,64,13.4
A->C,2025-04-07 16:53:00,46.1,65,13.0
B->D,2025-04-07 16:53:00,54.4,62,11.0
B->D,2025-04-07 16:54:00,30.2,70,19.9
B->C,2025-04-07 16:55:00,57.1,69,10.5
A->B,2025-04-07 16:55:00,49.6,79,12.1
A->B,2025-04-07 16:56:00,51.8,79,11.6
A->C,2025-04-07 16:56:00,44.4,62,13.5
A->C,2025-04-07 16:56:00,39.0,86,15.4
B->C,2025-04-07 16:57:00,40.9,79,14.7
C->D,2025-04-07 16:57:00,38.5,64,15.6
B->C,2025-04-07 16:58:00,30.0,79,20.0
B->C,2025-04-07 16:58:00,56.9,68,10.6
B->C,2025-04-07 16:58:00,38.8,67,15.4
A->B,2025-04-07 16:59:00,35.8,72,16.8
A->C,2025-04-07 16:59:00,40.9,68,14.7
A->C,2025-04-07 17:00:00,33.5,136,17.9
C->D,2025-04-07 17:00:00,31.3,156,19.2
B->C,2025-04-07 17:01:00,16.9,147,35.6
C->D,2025-04-07 17:01:00,21.2,130,28.3
C->D,2025-04-07 17:01:00,26.3,147,22.8
A->B,2025-04-07 17:01:00,28.0,159,21.4
A->B,2025-04-07 17:01:00,24.5,142,24.5
A->B,2025-04-07 17:01:00,24.8,132,24.2
B->D,2025-04-07 17:01:00,25.9,172,23.1
B->D,2025-04-07 17:02:00,20.8,138,28.8
B->D,2025-04-07 17:02:00,19.7,187,30.5
A->B,2025-04-07 17:03:00,33.9,151,17.7
C->D,2025-04-07 17:03:00,29.0,139,20.7
A->B,2025-04-07 17:03:00,34.1,121,17.6
A->C,2025-04-07 17:04:00,18.5,136,32.4
C->D,2025-04-07 17:04:00,22.8,133,26.3
A->C,2025-04-07 17:06:00,20.3,147,29.6
B->C,2025-04-07 17:06:00,29.8,136,20.2
B->D,2025-04-07 17:07:00,16.6,159,36.1
B->D,2025-04-07 17:07:00,30.8,187,19.5
A->B,2025-04-07 17:07:00,28.0,150,21.5
A->B,2025-04-07 17:07:00,16.1,150,37.3
A->C,2025-04-07 17:08:00,30.4,169,19.8
C->D,2025-04-07 17:08:00,21.5,162,27.9
A->C,2025-04-07 17:09:00,25.3,142,23.7
C->D,2025-04-07 17:09:00,24.0,151,25.0
B->D,2025-04-07 17:10:00,34.1,144,17.6
A->C,2025-04-07 17:11:00,16.6,141,36.2
B->C,2025-04-07 17:11:00,19.7,168,30.5
B->D,2025-04-07 17:13:00,21.4,145,28.0
A->C,2025-04-07 17:13:00,32.3,148,18.6
A->B,2025-04-07 17:13:00,21.6,165,27.8
A->C,2025-04-07 17:13:00,22.9,159,26.2
A->B,2025-04-07 17:13:00,26.1,183,23.0
B->C,2025-04-07 17:14:00,33.2,135,18.1
B->C,2025-04-07 17:14:00,29.7,166,20.2
A->B,2025-04-07 17:14:00,20.2,165,29.6
A->C,2025-04-07 17:14:00,17.4,123,34.4
B->C,2025-04-07 17:16:00,17.6,118,34.1
C->D,2025-04-07 17:18:00,33.2,147,18.1
B->D,2025-04-07 17:19:00,21.0,166,28.5
B->C,2025-04-07 17:19:00,19.9,139,30.1
A->B,2025-04-07 17:20:00,29.2,144,20.5
A->C,2025-04-07 17:20:00,29.0,145,20.7
C->D,2025-04-07 17:20:00,34.0,171,17.7
C->D,2025-04-07 17:20:00,22.7,127,26.4
B->D,2025-04-07 17:21:00,28.6,159,21.0
C->D,2025-04-07 17:23:00,17.8,141,33.6
C->D,2025-04-07 17:23:00,19.2,147,31.2
B->C,2025-04-07 17:23:00,27.9,138,21.5
C->D,2025-04-07 17:23:00,24.6,160,24.4
C->D,2025-04-07 17:23:00,17.6,153,34.1
A->C,2025-04-07 17:25:00,19.3,145,31.1
C->D,2025-04-07 17:25:00,15.9,162,37.6
A->B,2025-04-07 17:25:00,32.8,117,18.3
A->C,2025-04-07 17:25:00,16.5,150,36.4
C->D,2025-04-07 17:26:00,20.4,132,29.5
B->D,2025-04-07 17:26:00,21.8,153,27.5
B->C,2025-04-07 17:26:00,15.8,174,38.0
B->C,2025-04-07 17:26:00,33.1,148,18.1
A->C,2025-04-07 17:26:00,31.9,129,18.8
A->B,2025-04-07 17:26:00,30.3,163,19.8
B->D,2025-04-07 17:26:00,31.3,144,19.2
A->B,2025-04-07 17:27:00,32.1,172,18.7
C->D,2025-04-07 17:27:00,27.0,156,22.2
C->D,2025-04-07 17:27:00,21.3,169,28.2
A->B,2025-04-07 17:29:00,17.4,183,34.4
A->B,2025-04-07 17:29:00,27.9,157,21.5
A->B,2025-04-07 17:30:00,18.0,171,33.4
B->D,2025-04-07 17:30:00,18.0,159,33.4
A->C,2025-04-07 17:31:00,31.3,132,19.2
B->D,2025-04-07 17:31:00,18.8,154,32.0
B->D,2025-04-07 17:31:00,29.1,159,20.6
A->B,2025-04-07 17:31:00,18.6,141,32.3
B->D,2025-04-07 17:32:00,19.0,150,31.5
A->C,2025-04-07 17:32:00,22.5,148,26.7
C->D,2025-04-07 17:32:00,27.4,132,21.9
C->D,2025-04-07 17:32:00,15.7,174,38.1
C->D,2025-04-07 17:32:00,15.4,151,39.0
B->C,2025-04-07 17:33:00,31.1,151,19.3
B->C,2025-04-07 17:33:00,34.6,148,17.4
B->D,2025-04-07 17:34:00,25.4,141,23.6
A->B,2025-04-07 17:34:00,27.8,135,21.6
A->C,2025-04-07 17:34:00,31.3,138,19.2
B->D,2025-04-07 17:35:00,19.2,118,31.2
C->D,2025-04-07 17:35:00,25.5,148,23.5
B->C,2025-04-07 17:36:00,32.7,142,18.4
C->D,2025-04-07 17:36:00,23.7,135,25.3
B->D,2025-04-07 17:37:00,25.8,148,23.3
C->D,2025-04-07 17:37:00,17.1,150,35.1
B->C,2025-04-07 17:38:00,16.1,150,37.2
A->C,2025-04-07 17:38:00,19.7,172,30.4
B->C,2025-04-07 17:38:00,19.8,156,30.2
B->D,2025-04-07 17:38:00,31.6,150,19.0
B->C,2025-04-07 17:38:00,17.3,144,34.7
C->D,2025-04-07 17:38:00,23.1,186,26.0
B->D,2025-04-07 17:39:00,27.8,147,21.6
A->B,2025-04-07 17:39:00,30.7,151,19.6
B->D,2025-04-07 17:39:00,20.6,154,29.1
A->B,2025-04-07 17:40:00,24.5,138,24.5
A->B,2025-04-07 17:40:00,33.7,126,17.8
A->C,2025-04-07 17:41:00,15.6,157,38.5
B->C,2025-04-07 17:41:00,29.7,144,20.2
C->D,2025-04-07 17:41:00,31.4,139,19.1
A->B,2025-04-07 17:42:00,18.8,156,31.9
B->C,2025-04-07 17:42:00,33.2,150,18.1
A->B,2025-04-07 17:42:00,23.9,133,25.2
A->B,2025-04-07 17:43:00,25.4,163,23.6
B->D,2025-04-07 17:44:00,16.6,159,36.2
B->D,2025-04-07 17:45:00,28.7,147,20.9
A->C,2025-04-07 17:45:00,18.3,154,32.8
A->B,2025-04-07 17:45:00,28.4,151,21.1
B->D,2025-04-07 17:45:00,25.4,172,23.6
A->C,2025-04-07 17:47:00,29.7,186,20.2
B->C,2025-04-07 17:47:00,27.7,163,21.7
C->D,2025-04-07 17:47:00,16.6,133,36.2
A->C,2025-04-07 17:48:00,19.8,151,30.2
A->B,2025-04-07 17:49:00,21.0,163,28.6
B->D,2025-04-07 17:49:00,22.4,154,26.8
A->C,2025-04-07 17:49:00,16.3,153,36.8
A->C,2025-04-07 17:53:00,27.6,147,21.7
B->D,2025-04-07 17:53:00,34.8,157,17.2
A->C,2025-04-07 17:54:00,15.1,139,39.6
B->D,2025-04-07 17:55:00,28.3,139,21.2
A->C,2025-04-07 17:56:00,16.9,147,35.6
A->B,2025-04-07 17:56:00,26.6,168,22.6
B->C,2025-04-07 17:56:00,28.0,142,21.4
A->B,2025-04-07 17:57:00,30.3,156,19.8
C->D,2025-04-07 17:57:00,17.8,181,33.7
B->C,2025-04-07 17:58:00,15.9,138,37.7
A->B,2025-04-07 17:58:00,26.8,184,22.4
A->C,2025-04-07 18:00:00,27.0,145,22.2
C->D,2025-04-07 18:00:00,26.8,162,22.4
A->B,2025-04-07 18:00:00,21.2,154,28.4
C->D,2025-04-07 18:00:00,34.5,145,17.4
A->C,2025-04-07 18:02:00,26.5,148,22.7
A->B,2025-04-07 18:05:00,34.6,145,17.4
A->C,2025-04-07 18:05:00,23.1,154,26.0
A->B,2025-04-07 18:06:00,20.0,159,30.0
A->C,2025-04-07 18:06:00,20.8,130,28.8
B->D,2025-04-07 18:06:00,28.9,133,20.8
B->C,2025-04-07 18:06:00,26.0,174,23.1
C->D,2025-04-07 18:06:00,32.3,127,18.6
B->D,2025-04-07 18:07:00,25.6,133,23.4
A->C,2025-04-07 18:07:00,31.8,148,18.9
A->C,2025-04-07 18:07:00,21.9,142,27.4
A->B,2025-04-07 18:07:00,16.2,144,37.1
B->C,2025-04-07 18:07:00,20.0,139,30.1
B->D,2025-04-07 18:08:00,21.0,171,28.5
A->B,2025-04-07 18:08:00,16.4,156,36.5
B->C,2025-04-07 18:08:00,34.7,151,17.3
B->D,2025-04-07 18:08:00,18.3,120,32.9
A->B,2025-04-07 18:09:00,18.3,133,32.8
A->B,2025-04-07 18:09:00,24.7,154,24.3
B->C,2025-04-07 18:09:00,22.1,175,27.1
B->C,2025-04-07 18:10:00,28.0,159,21.4
A->B,2025-04-07 18:10:00,17.6,165,34.1
B->D,2025-04-07 18:11:00,25.3,132,23.7
A->C,2025-04-07 18:11:00,29.7,136,20.2
B->C,2025-04-07 18:12:00,24.9,165,24.1
C->D,2025-04-07 18:12:00,29.7,160,20.2
C->D,2025-04-07 18:12:00,15.5,154,38.8
B->D,2025-04-07 18:13:00,20.4,136,29.4
C->D,2025-04-07 18:13:00,28.8,114,20.8
C->D,2025-04-07 18:15:00,23.4,157,25.6
A->C,2025-04-07 18:15:00,20.0,184,30.1
C->D,2025-04-07 18:15:00,34.8,154,17.2
B->C,2025-04-07 18:15:00,26.4,154,22.8
B->C,2025-04-07 18:15:00,16.6,148,36.1
A->C,2025-04-07 18:16:00,19.7,133,30.4
C->D,2025-04-07 18:16:00,16.2,169,37.1
B->D,2025-04-07 18:17:00,22.5,145,26.7
A->B,2025-04-07 18:18:00,15.4,145,38.9
B->C,2025-04-07 18:18:00,24.0,157,25.0
A->B,2025-04-07 18:18:00,19.8,156,30.4
B->C,2025-04-07 18:18:00,17.3,174,34.7
A->C,2025-04-07 18:20:00,30.9,141,19.4
B->C,2025-04-07 18:20:00,19.7,154,30.4
B->C,2025-04-07 18:20:00,29.3,151,20.5
C->D,2025-04-07 18:21:00,28.1,168,21.4
B->D,2025-04-07 18:21:00,18.5,153,32.4
A->C,2025-04-07 18:22:00,33.3,132,18.0
C->D,2025-04-07 18:23:00,23.6,132,25.4
B->C,2025-04-07 18:23:00,29.7,154,20.2
B->D,2025-04-07 18:23:00,16.6,147,36.2
A->B,2025-04-07 18:24:00,33.7,147,17.8
B->C,2025-04-07 18:24:00,28.5,171,21.1
C->D,2025-04-07 18:24:00,25.2,148,23.8
A->B,2025-04-07 18:25:00,18.5,159,32.5
A->B,2025-04-07 18:25:00,26.1,153,23.0
A->C,2025-04-07 18:26:00,21.1,144,28.4
B->D,2025-04-07 18:28:00,33.3,139,18.0
C->D,2025-04-07 18:28:00,19.4,159,31.0
B->D,2025-04-07 18:28:00,16.3,115,36.9
A->B,2025-04-07 18:28:00,26.2,177,22.9
C->D,2025-04-07 18:30:00,16.5,145,36.3
B->D,2025-04-07 18:30:00,29.5,153,20.3
A->B,2025-04-07 18:30:00,34.8,147,17.2
B->D,2025-04-07 18:32:00,29.7,139,20.2
B->D,2025-04-07 18:32:00,32.3,148,18.6
A->B,2025-04-07 18:33:00,34.8,147,17.2
A->B,2025-04-07 18:34:00,19.6,162,30.7
B->D,2025-04-07 18:34:00,33.3,177,18.0
B->C,2025-04-07 18:34:00,26.9,141,22.3
C->D,2025-04-07 18:35:00,34.1,147,17.6
C->D,2025-04-07 18:35:00,33.8,145,17.7
B->D,2025-04-07 18:35:00,15.7,178,38.2
B->D,2025-04-07 18:35:00,29.6,162,20.3
C->D,2025-04-07 18:36:00,25.3,162,23.7
B->C,2025-04-07 18:36:00,29.3,138,20.5
C->D,2025-04-07 18:36:00,25.1,151,23.9
A->C,2025-04-07 18:37:00,18.4,165,32.7
C->D,2025-04-07 18:38:00,16.4,144,36.5
A->C,2025-04-07 18:39:00,34.8,169,17.2
B->C,2025-04-07 18:40:00,25.9,141,23.2
B->C,2025-04-07 18:41:00,28.2,159,21.3
B->C,2025-04-07 18:41:00,23.5,141,25.6
B->C,2025-04-07 18:41:00,30.6,123,19.6
B->C,2025-04-07 18:41:00,34.5,157,17.4
A->C,2025-04-07 18:41:00,22.9,189,26.2
C->D,2025-04-07 18:42:00,23.6,151,25.4
B->D,2025-04-07 18:43:00,27.8,121,21.6
A->B,2025-04-07 18:43:00,15.9,159,37.7
B->C,2025-04-07 18:43:00,32.7,154,18.4
B->C,2025-04-07 18:43:00,31.2,153,19.3
B->C,2025-04-07 18:44:00,17.4,192,34.4
B->C,2025-04-07 18:44:00,19.0,172,31.6
A->B,2025-04-07 18:45:00,17.7,141,33.9
A->B,2025-04-07 18:45:00,21.4,142,28.1
B->D,2025-04-07 18:45:00,30.2,156,19.9
B->D,2025-04-07 18:45:00,33.4,153,17.9
A->B,2025-04-07 18:45:00,30.9,150,19.4
A->B,2025-04-07 18:46:00,25.9,138,23.2
B->C,2025-04-07 18:47:00,22.1,142,27.1
B->C,2025-04-07 18:47:00,28.5,157,21.0
B->D,2025-04-07 18:47:00,16.0,139,37.5
B->C,2025-04-07 18:47:00,18.6,160,32.2
A->B,2025-04-07 18:47:00,34.3,168,17.5
A->C,2025-04-07 18:49:00,26.4,120,22.8
A->B,2025-04-07 18:49:00,25.1,172,23.9
B->C,2025-04-07 18:49:00,18.5,150,32.4
B->C,2025-04-07 18:49:00,17.3,147,34.7
B->C,2025-04-07 18:50:00,19.5,133,30.8
B->C,2025-04-07 18:50:00,18.1,136,33.1
A->C,2025-04-07 18:50:00,16.7,172,35.9
A->B,2025-04-07 18:50:00,20.3,151,29.5
A->C,2025-04-07 18:51:00,16.1,145,37.2
A->C,2025-04-07 18:51:00,26.7,145,22.5
C->D,2025-04-07 18:51:00,22.6,145,26.6
B->C,2025-04-07 18:51:00,34.2,144,17.5
A->C,2025-04-07 18:52:00,17.7,172,34.0
A->B,2025-04-07 18:53:00,19.8,174,30.4
A->B,2025-04-07 18:53:00,26.4,120,22.8
C->D,2025-04-07 18:53:00,16.5,142,36.4
A->C,2025-04-07 18:53:00,30.8,139,19.5
C->D,2025-04-07 18:53:00,18.7,141,32.1
A->C,2025-04-07 18:54:00,33.7,153,17.8
C->D,2025-04-07 18:54:00,32.0,171,18.7
A->B,2025-04-07 18:55:00,25.4,142,23.6
B->D,2025-04-07 18:56:00,29.3,166,20.5
B->C,2025-04-07 18:56:00,31.8,142,18.9
A->B,2025-04-07 18:56:00,23.9,145,25.1
A->B,2025-04-07 18:56:00,31.2,168,19.2
C->D,2025-04-07 18:56:00,17.7,193,34.0
A->C,2025-04-07 18:56:00,33.6,142,17.9
B->D,2025-04-07 18:57:00,17.0,144,35.2
B->D,2025-04-07 18:57:00,18.8,160,31.9
A->C,2025-04-07 18:58:00,20.6,172,29.1
A->B,2025-04-07 18:58:00,22.6,157,26.5
B->D,2025-04-07 18:59:00,30.7,114,19.5
B->C,2025-04-07 18:59:00,24.5,147,24.5
A->B,2025-04-07 19:00:00,19.7,171,30.4
A->B,2025-04-07 19:00:00,34.6,145,17.3
C->D,2025-04-07 19:00:00,29.0,139,20.7
A->B,2025-04-07 19:01:00,25.9,163,23.2
A->B,2025-04-07 19:01:00,19.5,133,30.8
B->D,2025-04-07 19:03:00,21.7,139,27.7
B->D,2025-04-07 19:04:00,26.2,150,22.9
A->C,2025-04-07 19:04:00,16.9,156,35.5
B->C,2025-04-07 19:04:00,21.0,208,28.6
A->B,2025-04-07 19:04:00,25.1,153,23.9
A->B,2025-04-07 19:05:00,29.6,157,20.3
A->B,2025-04-07 19:06:00,28.4,153,21.2
B->D,2025-04-07 19:06:00,31.3,136,19.2
B->C,2025-04-07 19:06:00,33.5,142,17.9
B->D,2025-04-07 19:07:00,34.4,154,17.4
C->D,2025-04-07 19:08:00,20.5,162,29.2
A->C,2025-04-07 19:08:00,26.9,147,22.3
B->D,2025-04-07 19:09:00,26.7,153,22.5
C->D,2025-04-07 19:09:00,20.0,147,30.0
B->C,2025-04-07 19:09:00,16.4,165,36.6
A->B,2025-04-07 19:10:00,21.4,142,28.0
B->D,2025-04-07 19:13:00,27.7,139,21.6
C->D,2025-04-07 19:13:00,16.0,150,37.5
A->B,2025-04-07 19:13:00,18.4,136,32.6
C->D,2025-04-07 19:13:00,31.5,165,19.1
B->C,2025-04-07 19:13:00,21.4,142,28.0
C->D,2025-04-07 19:14:00,27.3,159,21.9
A->C,2025-04-07 19:14:00,26.2,141,22.9
B->D,2025-04-07 19:15:00,21.2,139,28.3
B->D,2025-04-07 19:15:00,17.4,144,34.4
B->C,2025-04-07 19:16:00,30.9,195,19.4
A->B,2025-04-07 19:16:00,29.3,130,20.5
A->B,2025-04-07 19:19:00,22.4,145,26.8
B->D,2025-04-07 19:19:00,24.1,153,24.9
B->C,2025-04-07 19:19:00,31.3,141,19.2
A->B,2025-04-07 19:19:00,29.5,148,20.4
A->B,2025-04-07 19:19:00,16.9,150,35.5
C->D,2025-04-07 19:20:00,23.6,139,25.5
C->D,2025-04-07 19:20:00,24.5,165,24.5
A->C,2025-04-07 19:21:00,17.8,153,33.7
B->D,2025-04-07 19:21:00,24.8,150,24.2
A->B,2025-04-07 19:21:00,30.5,160,19.7
A->B,2025-04-07 19:22:00,26.5,148,22.6
B->D,2025-04-07 19:22:00,16.2,157,37.0
C->D,2025-04-07 19:23:00,19.3,151,31.0
B->D,2025-04-07 19:23:00,26.1,144,23.0
A->C,2025-04-07 19:23:00,15.6,163,38.5
A->B,2025-04-07 19:23:00,31.5,166,19.0
A->B,2025-04-07 19:24:00,23.0,162,26.1
C->D,2025-04-07 19:25:00,31.2,177,19.2
A->B,2025-04-07 19:25:00,16.7,160,36.0
B->C,2025-04-07 19:26:00,20.3,136,29.5
C->D,2025-04-07 19:26:00,18.6,138,32.2
C->D,2025-04-07 19:27:00,16.5,154,36.4
C->D,2025-04-07 19:27:00,21.9,121,27.4
C->D,2025-04-07 19:27:00,16.5,127,36.4
A->C,2025-04-07 19:27:00,16.5,154,36.3
A->C,2025-04-07 19:28:00,17.0,154,35.4
C->D,2025-04-07 19:28:00,34.3,171,17.5
A->B,2025-04-07 19:28:00,15.2,151,39.6
A->B,2025-04-07 19:28:00,30.7,148,19.6
A->B,2025-04-07 19:29:00,23.7,145,25.3
A->C,2025-04-07 19:29:00,25.9,139,23.2
B->D,2025-04-07 19:29:00,26.4,156,22.7
A->C,2025-04-07 19:30:00,30.6,129,19.6
C->D,2025-04-07 19:30:00,15.7,148,38.1
B->C,2025-04-07 19:30:00,16.9,160,35.4
B->D,2025-04-07 19:30:00,15.6,138,38.5
B->C,2025-04-07 19:30:00,32.5,168,18.5
A->C,2025-04-07 19:31:00,20.1,166,29.8
A->B,2025-04-07 19:31:00,23.3,156,25.8
B->D,2025-04-07 19:31:00,23.8,168,25.2
B->C,2025-04-07 19:32:00,34.3,133,17.5
C->D,2025-04-07 19:32:00,17.7,159,33.8
A->C,2025-04-07 19:33:00,25.4,163,23.6
A->B,2025-04-07 19:33:00,23.1,175,26.0
A->B,2025-04-07 19:33:00,33.7,172,17.8
B->D,2025-04-07 19:34:00,32.1,162,18.7
A->C,2025-04-07 19:34:00,18.4,171,32.6
C->D,2025-04-07 19:36:00,26.4,127,22.7
A->C,2025-04-07 19:37:00,19.6,130,30.6
B->C,2025-04-07 19:39:00,18.8,153,31.8
A->C,2025-04-07 19:39:00,21.6,157,27.7
B->C,2025-04-07 19:39:00,17.4,132,34.6
B->D,2025-04-07 19:39:00,24.9,175,24.1
A->B,2025-04-07 19:40:00,30.7,171,19.5
B->D,2025-04-07 19:40:00,27.0,139,22.2
B->C,2025-04-07 19:41:00,31.6,162,19.0
A->C,2025-04-07 19:41:00,22.2,166,27.1
A->B,2025-04-07 19:41:00,22.2,132,27.1
B->C,2025-04-07 19:42:00,29.5,136,20.3
B->C,2025-04-07 19:42:00,30.2,151,19.9
B->C,2025-04-07 19:43:00,27.7,136,21.7
B->D,2025-04-07 19:44:00,32.9,135,18.2
A->C,2025-04-07 19:44:00,33.0,153,18.2
A->C,2025-04-07 19:44:00,27.1,156,22.1
B->C,2025-04-07 19:45:00,21.4,168,28.1
B->D,2025-04-07 19:45:00,15.8,124,38.0
C->D,2025-04-07 19:45:00,28.8,124,20.8
A->C,2025-04-07 19:45:00,29.3,136,20.5
B->C,2025-04-07 19:46:00,23.1,124,26.0
B->D,2025-04-07 19:48:00,19.5,163,30.8
C->D,2025-04-07 19:48:00,31.5,147,19.1
B->C,2025-04-07 19:48:00,23.1,150,25.9
C->D,2025-04-07 19:49:00,17.5,135,34.2
C->D,2025-04-07 19:49:00,31.9,148,18.8
B->C,2025-04-07 19:49:00,30.8,144,19.5
A->C,2025-04-07 19:49:00,17.1,127,35.2
A->C,2025-04-07 19:50:00,22.4,181,26.8
A->B,2025-04-07 19:50:00,24.7,147,24.3
A->B,2025-04-07 19:50:00,23.2,181,25.9
B->C,2025-04-07 19:50:00,22.1,133,27.2
B->D,2025-04-07 19:51:00,33.9,141,17.7
B->C,2025-04-07 19:51:00,28.5,154,21.0
A->B,2025-04-07 19:52:00,15.5,160,38.6
C->D,2025-04-07 19:52:00,17.5,208,34.3
B->D,2025-04-07 19:53:00,16.0,153,37.6
A->B,2025-04-07 19:53:00,17.6,148,34.1
A->C,2025-04-07 19:53:00,19.1,166,31.4
B->D,2025-04-07 19:53:00,31.9,148,18.8
A->C,2025-04-07 19:54:00,31.1,151,19.3
